,summary,url
89,"Эффективный мониторинг использования дискового пространства с помощью Tracer SDK. Включение плагина, настройка вероятности проверки, определение лимита занимаемого места и исключение путей с большими файлами.",https://www.rustore.ru/help/developers/tools/app-tracer/android/modules/disk-usage
90,Этот текст содержит информацию о подключении и настройке Heap Dumps в проекте с использованием Tracer SDK. Он также предоставляет описание конфигурации `HeapDumpConfiguration`.,https://www.rustore.ru/help/developers/tools/app-tracer/android/modules/heap-dumps
91,"RuStore предоставляет разработчикам множество инструментов для работы с их приложениями, включая Sampling Profiler для эффективного профилирования. В руководстве содержится информация о подключении зависимостей, настройке профайлера и использовании конструкций для управления профилированием. Процесс ручного профилирования также описан.",https://www.rustore.ru/help/developers/tools/app-tracer/android/modules/sampling-profiler
92,"Содержание страницы посвящено подключению и настройке Systrace Profiler для эффективной оптимизации проекта. Обсуждаются зависимости проекта и конфигурация SystraceProfilerConfiguration, включая опции для настройки профилирования.",https://www.rustore.ru/help/developers/tools/app-tracer/android/modules/systrace-profiler
93,"Текст содержит информацию о начале работы с проектом в RuStore, включая быстрый старт и миграцию на новую версию.",https://www.rustore.ru/help/developers/tools/app-tracer/android/star
94,Страница посвящена процессу миграции на новую версию Tracer - версию 0.2.7 с версии 0.2.2. Обновление включает в себя применение новых API профилирования.,https://www.rustore.ru/help/developers/tools/app-tracer/android/start/migration
95,"Текст содержит инструкции по началу работы с Tracer, включая регистрацию, подключение зависимостей и настройку плагинов для проекта на Android.",https://www.rustore.ru/help/developers/tools/app-tracer/android/start/quick-star
96,"MyTracker - инструмент аналитики и атрибуции для приложений и сайтов, предоставляющий возможность отслеживать пользователей, их источники и повышать удержание.",https://www.rustore.ru/help/developers/tools/mytracker
97,"MyTracker - инструмент аналитики и атрибуции для приложений и сайтов, предоставляющий возможность отслеживать пользователей, их источники и повышать удержание.",https://www.rustore.ru/help/developers/tools/mytracker/
98,"Этот текст содержит инструкции о подключении аккаунта MyTracker к RuStore, включая создание нового аккаунта, связывание существующего аккаунта и подключение SDK MyTracker к приложению.",https://www.rustore.ru/help/developers/tools/mytracker/quick-star
99,"Документация RuStore SDK предоставляет информацию о использовании RuStore API, сценариях использования, инструментах разработчика, включая RuStore Remote Config, а также руководства по работе с параметрами и условиями Remote Config.",https://www.rustore.ru/help/developers/tools/remote-config
100,"Документация RuStore SDK и API для разработчиков, включая информацию о RuStore Remote Config, A/B-тестировании, создании экспериментов, работе с метриками и настройками приложений.",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing
101,"Текст описывает работу с экспериментами A/B-тестирования в RuStore Remote Config. Вы можете тестировать варианты эксперимента, останавливать, копировать или удалять его. Тестирование вариантов помогает предварительно оценить изменения в приложении. Для запуска теста необходимо выбрать эксперимент в статусе ""Pending"", настроить варианты и запустить тест. В дальнейшем можно отменить тест, повторно тестировать варианты, копировать или останавливать эксперимент.",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/experiment-actions
102,"Создание эксперимента в RuStore Remote Config. Откройте Remote Config, выберите приложение, перейдите во вкладку ""A/B эксперименты"" и нажмите ""Добавить эксперимент"".",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/experiment-create
103,"Документация о ресурсе RuStore, описывающая инструменты и функционал для разработчиков, включая RuStore SDK, RuStore API, сценарии использования и инструменты для работы с RuStore Remote Config, включая A/B-тестирование и результаты экспериментов.",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/experiment-resu
104,"Документация о RuStore SDK, RuStore API, сценариях использования и инструментах разработчиков, включая RuStore Remote Config, Tracer и аналитику MyTracker. Статистика разработчиков, авторизация VK ID, проверка подписи APK и FAQ.",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/experiment-result/detailed-results
105,"Начиная с раздела ""A/B-эксперименты в Remote Config"" пользователи могут просматривать список созданных экспериментов, фильтровать их по статусу или дате, узнавать количество участников и результаты эксперимента, а также создавать новые или редактировать существующие.",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/experiments
106,"Этот текст содержит информацию о работе с метриками в RuStore Remote Config. В нем описывается процесс редактирования, копирования и удаления созданных метрик, а также необходимость подключения MyTracker для работы с метриками.",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/metric-actions
107,Создание метрики: Как создать метрику.,https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/metric-create
108,"Текст содержит информацию о работе с метриками в Remote Config, включая их список, редактирование, поиск и фильтрацию. Для корректной работы метрик необходимо подключить MyTracker.",https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/metrics
109,Текст содержит информацию о подключении к MyTracker для работы с А/В экспериментами в RuStore. MyTracker позволяет добавлять и отслеживать метрики для оценки результатов экспериментов.,https://www.rustore.ru/help/developers/tools/remote-config/ab-testing/mytracker-connection
110,"Документация о RuStore SDK и API, а также инструменты RuStore Remote Config для разработчиков. Описание принципа работы, возможности SDK, A/B-тестирование, настройка параметров и условий, роли пользователей, лицензионное соглашение и политика конфиденциальности.",https://www.rustore.ru/help/developers/tools/remote-config/genera
111,"Документация RuStore Remote Config описывает принцип работы инструмента, возможности SDK, проведение A/B-тестирования, настройку параметров и условий, настройку обязательного подтверждения, роли и права пользователей, лицензионное соглашение и политику конфиденциальности.",https://www.rustore.ru/help/developers/tools/remote-config/how-it-works
112,"Текст представляет инструкцию по добавлению IOS приложения в RuStore Remote Config без необходимости иметь аккаунт в RuStore. Пользователю необходимо открыть Remote Config, перейти на вкладку ""Приложения"", ввести имя приложения, выбрать тип платформы ""IOS"" и нажать ""Добавить"".",https://www.rustore.ru/help/developers/tools/remote-config/ios-apps/add-ios-apps
113,"Текст содержит инструкцию по подключению MyTracker для сбора данных метрик и анализа результатов эксперимента в Remote Config. Для этого необходимо создать аккаунт в MyTracker, скопировать `idApp`, указать его в приложении, при отправке запроса получить результат синхронизации аккаунтов.",https://www.rustore.ru/help/developers/tools/remote-config/ios-apps/enable-mytracker
114,"Документ описывает процесс подключения SDK IOS Remote Config для приложения. Для установки SDK предлагается использовать Swift Package Manager или Cocoapods. После установки необходимо сконфигурировать `RemoteConfigClient` для подключения к серверу и получения значений remote config. Получение значений происходит асинхронно, и можно предварительно ""прогреть"" конфигурацию с помощью метода `start()`.",https://www.rustore.ru/help/developers/tools/remote-config/ios-apps/enable-sdk
115,Текст представляет собой инструкцию по подключению IOS приложений к системе Remote Config для проведения А/В экспериментов и удаленного управления конфигурациями.,https://www.rustore.ru/help/developers/tools/remote-config/ios-apps/ios
116,"Документация RuStore SDK и API для разработчиков, включая инструменты RuStore Remote Config, описывает возможности работы с конфигурацией приложений, A/B-тестирование, обработку параметров и условий, подтверждение, роли и права пользователей, а также лицензионное соглашение сервиса Remote Config.",https://www.rustore.ru/help/developers/tools/remote-config/license-agreemen
117,"Текст представляет собой документацию по работе с параметрами и условиями в RuStore Remote Config. Основное содержание включает в себя информацию о том, как эффективно управлять параметрами и условиями в Remote Config, в том числе о том, что изменения, которые могут повлиять на поведение приложения, требуют подтверждения. Разделение прав для изменения подтверждения операций также обсуждается.",https://www.rustore.ru/help/developers/tools/remote-config/parameters-and-conditions/
118,"Текст представляет собой инструкцию по работе с условиями в RuStore Remote Config. Условия определяют, как обновится приложение и применяются к определенным сегментам пользователей. Создание условий позволяет точечно настраивать параметры для определенных групп пользователей. Для создания нового условия необходимо открыть Remote Config, выбрать ""Условия"" в меню, нажать ""Добавить условие"", заполнить необходимые поля и нажать ""Создать"". Условия могут быть атомарными, текстовыми или числовыми, и использовать различные операторы, такие как точное соответствие, содержание подстроки и регулярные выражения.",https://www.rustore.ru/help/developers/tools/remote-config/parameters-and-conditions/conditions
119,"Текст предоставляет инструкцию по созданию, подтверждению и тестированию параметров в RuStore Remote Config, что позволяет регулировать поведение приложения. Для создания параметра необходимо указать его тип, добавить условия и подтвердить изменения. Тестирование параметра перед подтверждением позволяет обезопаситься от некорректных значений конфигурации.",https://www.rustore.ru/help/developers/tools/remote-config/parameters-and-conditions/parameters
120,"Документация RuStore SDK предоставляет информацию о использовании Remote Config для разработчиков. В ней описаны принципы работы, SDK и конфигурация приложения, A/B-тестирование, подключение IOS приложений и настройка параметров. Также представлена информация о ролях и правах пользователей, лицензионном соглашении и политике конфиденциальности сервиса.",https://www.rustore.ru/help/developers/tools/remote-config/privacy-policy
121,"Документация по использованию сервиса RuStore Remote Config для разработчиков приложений. Описание основных функций, SDK, A/B-тестирование, настройка параметров и условий, а также роли и права пользователей.",https://www.rustore.ru/help/developers/tools/remote-config/roles
122,Документация RuStore SDK предоставляет руководства по интеграции и настройке приложений для платформ Unreal и Kotlin. Получите подробные инструкции по работе с SDK и конфигурации приложения.,https://www.rustore.ru/help/developers/tools/remote-config/sdk
123,"Документация о RuStore Remote Config, включая информацию о SDK и конфигурации приложения для платформы Defold, а также функции A/B-тестирования, параметры и условия в Remote Config.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/defold
124,"SDK Remote Config для Defold - облачный сервис, позволяющий изменять поведение и внешний вид приложения без необходимости загрузки обновлений. Плагин обеспечивает запрос конфигурации с сервера, кэширование и фоновое обновление, предоставляя удобное API для получения данных. Рекомендуется ознакомиться с приложением-примером для интеграции SDK Remote Config в проект, а также следовать инструкциям по подключению и модификации манифеста проекта. Основные особенности включают выбор механизма обновления конфигурации, указание распространения на аудиторию, передачу дополнительной информации и настройку callback для аналитики.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/defold/1-0-0
125,"SDK Remote Config для Defold (версия 1.1.0) - это облачный сервис, который позволяет изменять поведение и внешний вид приложения без необходимости загрузки обновлений. SDK инкапсулирует запрос конфигурации с сервера, кэширование и фоновое обновление, предоставляя удобное API для получения данных. Пример реализации доступен по ссылке. Для подключения плагина к проекту нужно скопировать проекты из официального репозитория, собрать плагин и установить его. Ключевые особенности включают выбор механизма обновления конфигурации, указание процента распространения конфигурации, передачу дополнительной информации и набор callback для аналитики. Инициализация RemoteConfigClient происходит при запуске приложения.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/defold/1-1-0
126,"Текст представляет собой документацию по использованию SDK Remote Config для Defold (версия 1.1.1), позволяющего изменять поведение и внешний вид приложения без необходимости загрузки обновлений. SDK инкапсулирует запрос конфигурации с сервера, обновление в фоновом режиме и предоставляет удобное API для получения данных. Предоставляется информация о подключении к проекту, ключевых особенностях, инициализации, опциональных параметрах, динамической передаче параметров, обратных вызовах о работе SDK и получении конфигурации.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/defold/1-1-1
127,"Этот текст представляет собой историю обновлений RuStore SDK для платформы Defold. Он включает версии 1.1.1, 1.1.0 и 1.0.0, с описанием изменений в каждой версии.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/defold/history
128,"Документация RuStore предоставляет информацию о использовании SDK для работы с Remote Config, включая настройку приложений на различных платформах и проведение A/B-тестирования. Также описаны роли пользователей, лицензионное соглашение и политика конфиденциальности сервиса Remote Config.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/flutter
129,"SDK Remote Config представляет собой облачный сервис, позволяющий менять поведение и внешний вид приложения без обновления приложения. Плагин обеспечивает запросы конфигурации с сервера, кэширование, фоновое обновление и имеет удобное API для получения данных. Key features включают выбор механизма обновления конфигурации, указание процента распространения конфигурации, передачу дополнительной информации, формирование конфигурации для конкретных пользователей, наличие callback для аналитики.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/flutter/1-0-0
130,"Документация для разработчиков RuStore, описание RuStore Remote Config SDK и его интеграции с приложениями на платформе Godot.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/godo
131,"SDK Remote Config для Godot Engine – это облачный сервис, который позволяет изменять поведение и внешний вид приложения без необходимости загрузки обновлений пользователем. Плагин обладает удобным API для получения данных, кэшированием и фоновым обновлением. Основные особенности включают выбор механизма обновления конфигурации, передачу дополнительной информации для аналитики и настройку конфигурации для конкретных пользователей. Рекомендуется использовать приложение-пример для правильной интеграции SDK Remote Config в проект.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/godot/1-0-0
132,"Текст представляет собой документацию по работе с Kotlin Remote Config, включая создание, инициализацию и синхронизацию. Рассматривается использование Kotlin для работы с Remote Config, инициализация RemoteConfigClient, получение конфигурации, фоновая синхронизация и обработка ошибок SDK RemoteConfig.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/kotlin
133,"Текст представляет собой документацию по SDK Remote Config для Kotlin версии 0.1.0. SDK Remote Config является облачным сервисом, позволяющим изменять поведение и внешний вид приложения без необходимости загрузки обновлений. Он инкапсулирует запрос конфигурации с сервера, обновление и имеет удобное API для получения данных. В документации описаны ключевые особенности, подключение SDK в проект, инициализация, получение конфигурации, а также фоновая синхронизация конфигурации. Документация также содержит возможные ошибки и их описания.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/kotlin/0-1-0
134,"Данный текст представляет собой документацию по SDK Remote Config для Kotlin версии 1.1.1. SDK Remote Config - это облачный сервис, позволяющий изменять поведение и внешний вид приложения без необходимости загрузки обновлений. Он инкапсулирует запрос конфигурации с сервера, кэширование и фоновое обновление, обладая удобным API для получения данных. Текст содержит информацию о подключении к проекту, инициализации `RemoteConfigClient`, получении конфигурации, фоновой синхронизации, обработке ошибок и ключевых особенностях SDK.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/kotlin/1-1-1
135,"SDK Remote Config для Kotlin (версия 6.0.0) - это облачный сервис, позволяющий изменить поведение и внешний вид приложения без необходимости загрузки обновления пользователем. Плагин содержит запросы конфигурации с сервера, кэширование и фоновое обновление, а также удобное API для получения данных. Особенности включают в себя выбор механизма обновления конфигурации, указание процента распространения конфигурации, передачу дополнительной информации для аналитики, возможность формировать конфигурацию для конкретных пользователей и минимальное количество внешних зависимостей. Для подключения в проект необходимо подключить репозиторий и зависимости.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/kotlin/6-0-0
136,"Документация по работе с React Native Remote Config: создание, инициализация и синхронизация конфигураций.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/reac
137,"SDK Remote Config - это облачный сервис, позволяющий изменять поведение и внешний вид приложения без необходимости загружать обновления. Он предоставляет удобное API для получения данных, а также возможность настройки обновлений конфигурации и передачи дополнительной информации. Используется для A/B-тестирования и аналитики. Для подключения к проекту необходимо выполнить определенные команды, а инициализация происходит через создание `RemoteConfigClient` с указанием опциональных параметров.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/react/1-0-0
138,"SDK Remote Config для React Native - это облачный сервис, позволяющий изменять поведение и внешний вид мобильного приложения без необходимости обновления приложения. SDK работает с запросами конфигурации с сервера, кэшированием и фоновым обновлением, предоставляя удобное API для получения данных. Ключевые особенности включают выбор механизма обновления конфигурации, передачу дополнительной информации для аналитики и работу с параметрами даже для конкретных пользователей. Для подключения SDK необходимо выполнить определенные команды. Инициализация SDK происходит через создание экземпляра RemoteConfigClient с опциональными параметрами. Авторы предоставляют пример реализации и подробное описание процесса инициализации.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/react/6-0-0
139,Руководство по использованию Unreal Engine с использованием RuStore RemoteConfigClient для получения конфигурации и обработки ошибок.,https://www.rustore.ru/help/developers/tools/remote-config/sdk/unrea
140,"На данной странице представлена документация по RuStore Remote Config SDK для Unreal Engine версии 1.0.0, который представляет собой облачный сервис для изменения поведения и внешнего вида приложения.",https://www.rustore.ru/help/developers/tools/remote-config/sdk/unreal/1-0-0
141,"Документация для разработчиков RuStore Remote Config содержит информацию о быстром старте, принципе работы, настройке SDK и приложения, A/B-тестировании, подтверждении параметров, ролях пользователей, лицензионном соглашении и политике конфиденциальности сервиса Remote Config.",https://www.rustore.ru/help/developers/tools/remote-config/setting-parameters
142,"Каталог SDK на RuStore собирает информацию обо всех библиотеках SDK, доступных на платформе. Разработчики могут легко интегрировать необходимые функции и инструменты в приложение, а также сократить затраты на разработку.",https://www.rustore.ru/help/developers/tools/sdk-catalog
143,"Авторизация VK ID SDK позволяет интегрировать VK ID в приложение для удобной авторизации пользователей. Это бесплатный и безопасный инструмент, доступный всем разработчикам RuStore. Преимущества включают аудиторию более 100 млн пользователей VK ID, удобную авторизацию с помощью кнопки One Tap и актуальный номер телефона пользователя.",https://www.rustore.ru/help/developers/vk-id-sdk
144,"Документация на русском языке предоставляет сценарии использования основных функций RuStore, таких как работа с платежами и настройка подписи приложения.",https://www.rustore.ru/help/guides/
145,"RuStore предоставляет возможности для монетизации приложений через платные приложения, подписки, потребляемые и непотребляемые товары. Для начала работы с платежами необходимо заполнить заявление на подключение монетизации согласно форме регистрации бизнеса. Создание платных приложений или продуктов осуществляется через RuStore Консоль.",https://www.rustore.ru/help/guides/payments
146,"Текст содержит информацию о необходимости подписания приложения перед его публикацией, о том, как настроить подписание приложения через хранилище ключей и Gradle в Android Studio, а также о важности подписи приложения для обеспечения безопасности, целостности и доверия пользователей.",https://www.rustore.ru/help/guides/sign-apk
147,Данная форма представляет собой дополнительное соглашение к договору с RuStore для нерезидентов. Не является публичной офертой. Условия сотрудничества обсуждаются индивидуально с каждым разработчиком.,https://www.rustore.ru/help/legal/add-agreement-for
148,"Соглашение RuStore о распространении программных продуктов регулирует отношения между компанией ООО ""ВК"" и пользователем, касающиеся распространения программных продуктов.",https://www.rustore.ru/help/legal/developers-agreemen
149,"Условия приёма платежей для разработчиков на платформе RuStore регламентируют взаимоотношения между разработчиками и компанией. Они описывают условия приёма, распределения и возврата платежей от пользователей. Условия действительны до момента подключения разработчика к системе приёма платежей. Для юридических лиц и индивидуальных предпринимателей условия считаются принятыми при отправке заполненного заявления о присоединении. Для самозанятых - при подтверждении ознакомления и согласия с условиями и подключении функционала по приёму платежей.",https://www.rustore.ru/help/legal/developers-offer
150,"Документ содержит юридическую информацию для нерезидентных разработчиков, включая соглашение на распространение программного обеспечения, политику конфиденциальности и условия приема платежей. Ссылки на соответствующие документы представлены на сайте RuStore.",https://www.rustore.ru/help/legal/info-en
151,"Документ содержит правовую информацию для резидентов и нерезидентов Российской Федерации, а также соглашение RuStore о распространении программных продуктов.",https://www.rustore.ru/help/legal/info
152,"В данном тексте описывается Соглашение RuStore о распространении программных продуктов для Разработчиков-нерезидентов. Документ определяет обязательства Разработчика и компании VK, условия использования сервиса RuStore, а также права и обязанности сторон. Соглашение также включает определения ключевых терминов, процедуру регистрации Разработчика и основные условия сотрудничества.",https://www.rustore.ru/help/legal/non-resident-developers-agreemen
153,"Данный текст содержит условия приема платежей для разработчиков-нерезидентов на платформе RuStore. Условия описывают процедуру приема, распределения и перечисления средств в пользу разработчика, а также возврат платежей пользователям. Информация ознакомлена через личный кабинет на RuStore.",https://www.rustore.ru/help/legal/non-resident-developers-offer
154,"Текст содержит ссылки на оферты от различных компаний, предлагающих мобильные платежи. В конце текста приведены ссылки на пользовательское соглашение и политику конфиденциальности RuStore.",https://www.rustore.ru/help/legal/offers
155,Текст содержит информацию о партнерах Компании: ООО «В Контакте» и ООО «Дзен.Платформа».,https://www.rustore.ru/help/legal/partners
156,"Политика конфиденциальности RuStore для Разработчиков регулирует отношения между компанией ООО ""ВК"" и разработчиками по поводу обработки информации, включая персональные данные, в процессе использования сервиса RuStore. Она содержит обязательства, согласно которым разработчики должны соблюдать условия политики, правила и законодательство, действующее в России.",https://www.rustore.ru/help/legal/privacy-policy-developers
157,"В Privacy Policy RuStore для нерезидентных разработчиков определено, как собирается и используется информация через веб-сайт и мобильное приложение RuStore в связи с использованием услуги. Политика конфиденциальности должна читаться вместе с соглашением о распространении программного обеспечения RuStore.",https://www.rustore.ru/help/legal/privacy-policy-non-resident-developers
158,Политика конфиденциальности RuStore для Пользователей устанавливает правила сбора и хранения персональных данных пользователей сервиса RuStore ООО «ВК».,https://www.rustore.ru/help/legal/privacy-policy-users
159,RuStore применяет рекомендательные технологии для предложения пользователю интересных приложений на основе анализа истории установленных приложений. Данные о предпочтениях пользователя не раскрываются другим пользователям. RuStore также использует данные для совершенствования функциональности магазина приложений.,https://www.rustore.ru/help/legal/recommendation-technologies
160,"Документ описывает пользовательское соглашение RuStore, определяет основные термины и положения использования сервиса. Пользователь соглашается с условиями при регистрации и использовании RuStore, включая политику конфиденциальности. Разработчики могут предоставлять продукты через RuStore для использования пользователями.",https://www.rustore.ru/help/legal/terms-of-use
161,"Данная документация предоставляет список доступных SDK для разработчиков, которые могут использоваться для реализации различных функциональностей, таких как платежи in-app, подключение push-уведомлений, отзывов и оценок, обновление приложения, Remote Config и других. Каждое SDK имеет свою документацию и ссылки для скачивания SDK. Также представлены примеры использования SDK для различных платформ и языков программирования.",https://www.rustore.ru/help/sdk/
162,"Документация описывает процесс работы с универсальными push-уведомлениями на платформе RuStore, включая публикацию приложения, проверку возможности работы с уведомлениями, обработку событий и ошибок.",https://www.rustore.ru/help/sdk/general-push-notifications
163,Документация по использованию SDK RuStore для отправки универсальных push-уведомлений на Kotlin. Включает историю обновлений и инструкции по отправке уведомлений по топикам.,https://www.rustore.ru/help/sdk/general-push-notifications/kotlin
164,"SDK универсальных push-уведомлений для Kotlin (версия 1.0.0) от RuStore позволяет работать с несколькими провайдерами одновременно (RuStore, FCM, HMS). SDK можно использовать совместно с HMS и FCM. Пример реализации доступен по ссылке. Настройки для провайдера RuStore можно узнать по ссылке.",https://www.rustore.ru/help/sdk/general-push-notifications/kotlin/1-0-0
165,"Текст содержит информацию о SDK универсальных push-уведомлений для Kotlin (версия 2.0.0) от RuStore. SDK позволяет работать с несколькими провайдерами одновременно: RuStore, Firebase Cloud Messaging (FCM) и Huawei Mobile Services (HMS). SDK может быть использован совместно с сервисами HMS и FCM. Также предоставлен пример реализации интеграции SDK универсальных push-уведомлений.",https://www.rustore.ru/help/sdk/general-push-notifications/kotlin/2-0-0
