Page,Image,Content
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/adding-an-app-for-a-tv-device,https://www.rustore.ru/help/assets/images/files-bf6b3ff75def94a8bdf80273b876617c.png,"Файлы

() Вы можете загрузить несколько файлов, например:
1. С разными подписями, чтобы исключить ошибки обновления у

пользователей. Подробнее
2. С Ниамие! Мобие $егу1сез для стабильной работы приложения на

устройствах Ниауие! и Нопог, не поддерживающих сервисы Сооде

Используется для загрузки версии приложения. @
АРК не более 2.5 СВ или ААВ не более 500 МВ БеПеЗатняЭСЕРИо
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/adding-an-app-for-a-tv-device,https://www.rustore.ru/help/assets/images/baf76df82897881d6e4a379135828a68-e4eba0a42c3de0d329f2bee8ec1007e5.png,"Медиафайлы для каталога

Иконка для каталога приложений

Размер не более 3 МВ
Формат УРС, РМ6
Размер изображения — 512х512 рх
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/adding-an-app-for-a-tv-device,https://www.rustore.ru/help/assets/images/adding-an-app-for-a-tv-device-2-2f02a29445e81e429c923919312a5028.png,"Скриншоты приложения

Формат: ЗРЕС или Р№ (24-бит без альфа-канала)
Рекомендуемый размер: 1920*1080 рх (соотношение 16:9)
Разрешение: от 320р до 4К
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/app-publication-aurora/,https://www.rustore.ru/help/assets/images/aurora-1-a4aa6b33dcee28641c303640886a5741.png,"Ш Ки$‘оге Консоль

Колибри
©

С Версии

&% Доступы

Пользовательское соглашение — Конфидициальность

Версии /

Приложения — Компания — Инструменты

Загрузка первой версии

Файлы

Загрузка файла для 32-битной версии

Файл формата ВРМ, размером не

более 2,5 6В Выберите файл

Загрузка файла для 64-битной версии

Файл формата ВРМ, размером не

более 2,5 6В Выберите файл

Комментарий для модератора (необязательно)

Комментарий будет виден только модератору

Информация о приложении

Название для пользователя

Например, Ромашка

0/ 180

0/ 50

Так будет выглядеть название приложения на витрине. Вы всегда сможете
его изменить. Название будет индексироваться

Категории

Правила выбора возрастной категории читайте в справочнике

разработчика

Возрастная

Выберите категорию

Описание

Краткое

Введите краткое описание

Основное

Расскажите о приложении

Медиафайлы для каталога

Иконка для каталога приложений

Скриншоты приложения

Публикация версии
После успешного прохождения

@ Автоматически

^ — Выберите файл в формате ЗРС, РМС или перетащите его сюда

Изображение до 3 МВ разрешением 512ж512 рх

^ — Выберите файлы в формате УРС, РС или перетащите их сюда

Изображение до 3 МВ‚ разрешением до 2160х3840 рх
Соотношение сторон: 9:16, другие размеры будут обрезаться
Рекомендуем: РС 1080*1920 рх.

модерации

В момент одобрения модератором

© Вручную

Отправить на модерацию

Отмена

Соглашение о распространении — Справочник разработчика

0/ в0

0/ 4000

Написать в поддержку

Очистить всё.

® зыс о Елонеь
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/app-publication-aurora/,https://www.rustore.ru/help/assets/images/whatsnewforTV-98459da6f7e7d5ba8b26e03319a1c735.png,"Что нового 124 / 180

— Исправили проблемы с загрузко
— Ускорили скорость работы приложения.

— Добавили возможность изображений.

Что нового для ТВ. 124 / 180

— Исправили проблемы с загрузкой.
— Ускорили скорость работы приложения.

— Добавили возможность изображений.
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/card-delete,https://www.rustore.ru/help/assets/images/d1143c60bdc79fcde36849a08da2545e-96936dfe3283ba4626d2b599536d0103.png,"ш Ви$Юоге Консоль Приложения Компания. ©

Ехатр'!е Арр

"" Удалить приложение

© Информация
() Версии

23 Доступы

[

© Отзывы
«

Статистика по приложению
® Карты и геосервисы

@ АР! Виб1оге

® Монетизация

Загрузите первую версию, пройдите модерацию и

@ Подписки ©
опубликуйте приложение

© Разовые покупки

+ Загрузить версию.
© Управление платежами

® Ризкуведомления

Ф Проекты.

„” Статистика по Риз\-

Пользовательское соглашение — Конфиденциальность — Соглашение о распространении — Написать в поддержку ® Змисн 10 Епойеь,

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/choose-region,https://www.rustore.ru/help/assets/images/choose-region-1-68e000e24f86863b6bac47bb2b991b5c.png,"() вчб‘оге Консоль Приложения — Компания 000 «вк» > .

Маруся

12.15(152)

Страны и регионы

© Версии @ При отключении региона, пользователи приложения продолжат получать обновления

© Отзывы

Россия
#& Доступы

Страны и регионы Другие страны

Продвижение

д ®

®

Статистика по приложению.

©

Карты и геосервисы

@ АР Виб'оге

® Монетизация
© Подписки
°® Разовые покупки
© Управление платежами

©® Статистика
по платежам

& Тестовые платежи

® Рис-уведомления:

Ф Проекты

пользовательское соглашение — Конфиденциальность — Соглашение о распространении — Стравочник разработчика — Написать в поддержку ® зыисн1о Елоеь
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/choose-region,https://www.rustore.ru/help/assets/images/choose-region-2-c9e9dadf148aa6460d2bcea5e38737e9.png,"№ А ©

©

Маруся

12.15(152)

Страны и регионы

© Версии ( При отключении региона, пользователи приложения продолжат получать обновления

Отзывы

Россия

Доступы
Страны и регионы Другие страны
Продвижение

Статистика по приложению.

Карты и геосервисы!

АР Виб1оге!

Монетизация
© Подписки

°® Разовые покупки

© Управление платежами

©® Статистика
по платежам

В Тестовые платежи

Рисй-уведомления:

Ф® Проекты

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/delayed-publication,https://www.rustore.ru/help/assets/images/e0f8e557ecdac9ae05a439528b23d7ef-93b5306a1731573042e3185bf20a2350.webp,"Публикация версии

После прохождения модерации
Автоматическая

Ручная

@ В выбранную дату и время

Настройка развертывания на аудиторию будет недоступна

Дета Время (СМТ+07)

31.11.2022 13:30

( Модерация версии может задержаться. Рекомендуем
воспользоваться функцией «автоматической публикации»

отмена —

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/instant-app-publishing,https://www.rustore.ru/help/assets/images/0a7b6183891319c586f978cc4514f11f-fab32e0feea647831b497771897e545f.webp,"ш ВКи$!боге Консоль

Маруся
12.15(152
© Версии

&& Доступы
© Отзывы

© Продвижение

®

©

Карты и геосервисы

@ АР Вибюоге

® Монетизация
© Подписки

`Э Разовые покупки

Приложения — Компания
Версии
Версия: Загружено! Статус Публикация
. 12.15(153) 30.04.2023 Ожидает модерацию. Ручная
. 12.14(152) 27.04.2023 `Опубликована 27.04.2023

Статистика по приложению.

© Управление платежами

©® Статистика
по платежам

® Рис-уведомления

© Проекты

©# Статистика по Риз\-

уведомлениям

Продвинуть приложение 7'

Конфиденциальность:

Соглашение о распространении

Справочник разработчика!

Написать в поддержку

Аудитория

10%

100%

оак @

+ Загрузить версию

@ 5мись 10 Епо5н.
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/instant-app-publishing,https://www.rustore.ru/help/assets/images/77c7557521bf8883e177f122cd228672-ca4cf075e5d0870633badf15239d7ec7.webp,"ш Виб‘оге Консоль Приложения — Компания 000 «ВК» > '

+ Загрузить версию

Веронн Загружено Статус Публикация Аудитория

Доступы
27.04.2023 Отубликовано! 27.04.2023 в 12:00 100%

Отзывы
© 30.04.2023 Готова к публикации Ручная Опубликовать
Продвижение. ы
Статистика по приложению
Карты и геосервисы.

АР Виб1оге!

Монетизация
© Подписки

°® Разовые покупки

© Управление платежами

©® Статистика
по платежам

Рисёуведомления
$ Проекты

©® Статистика по Риз\-
уведомлениям

@) готово! Версия 20.64(344) готова к публикации

ие о распространении нвочник разработчика — Написать в поддержку

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/step-by-step-publication,https://www.rustore.ru/help/assets/images/ba9988ccb9e37dac5236d7ae395fe436-3a1070f62a13643f0ce484bdc7c891ce.webp,"+ Загрузить версию

Публикация Аудитория

Доступы
12.15(153) 80.04.2023 Частично опубликована 30.11.2022 в 13:30 10%

Отзывы

. 12.14(152) 27.04.2023 Опубликована 27.04.2023 в 12:00
Продвижение

Статистика по приложению
Карты и геосервисы

‚АР! Виб1оге!

Монетизация

Рис!-уведомления

Продвинуть приложение 7'

Заработать на рекламе 7.

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/step-by-step-publication,https://www.rustore.ru/help/assets/images/bfbd9e87c5379bbf7ff310c48fe6363a-355b286c587abed2eac4f1de61ae1fbd.webp,"10%

25%

50%

75%

100%

о Аашае

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/step-by-step-publication,https://www.rustore.ru/help/assets/images/361bd1154f4ba7359b6d476add01feb2-e68a2b43d7a6f955455e007758f6adfb.webp,"() Автоматическая

®) Ручная

(О ввыбранную дату и время
Настройка развертывания на аудиторию будет недоступна

5%

10%
25%
50%

\ 10%

Отправить на модерацию ОЛИ
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/testing,https://www.rustore.ru/help/assets/images/testing02-608220bc34effa51d69035dd29777953.webp,"Версия будет опубликована сразу
после модерации

Пока вы можете добавить тестировщиков, которым
будет доступна закрытая публикация, или сделать это

позже в разделе ""Тестировщики

КМОНЦЧИИ — Добавить тестировщиков

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/testing,https://www.rustore.ru/help/assets/images/testing01-f013c7d36206fc72c9b4305f48e03b7b.webp,"Шгшзтоге Консоль Приложения — Компания — Инструменты 000 «ВК» > .

Маруся Альфа-версии

12.15(152)

Тестирование новой или обновленной функциональности на определенных вами пользователях. Подробнее

С Версии

#% Доступы

© Отзывы

© Страны и регионы

2 Статистика по приложению
®© Карты и геосервисы

АР Виб1оге! Вч

ра

«
`
© Подпись приложения — Веа. ‚ Х \
арт
р

у Монетизация
© Подписки
`@ Разовые покупки

© Уповеленне платежами Загрузите версию приложения для альфа-

@* Статистика тестирования
по платежам Запустите закрытое тестирование для выбранных вами
пользователей, версия будет им доступна после авторизации
В Тестовые платежи в последней версии Кибтоге
® РизЫ-уведомления + Загрузить альфа-версию

$ Проекты

©® Статистика по Риз\-
уведомлениям

® Тестирование
® АМа-тестирование:

С Закрытые версии

Пользовательское соглашение — Конфиденциальность — Соглашение о распространении — Справочник разработчика — Написать в поддержку @ Зыис 10 ЕпоИ5!
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/testing,https://www.rustore.ru/help/assets/images/testing03-5b874826e984ca2d2bc281d3b78fe4b6.webp,"Шгшзтоге Консоль Приложения — Компания — Инструменты 000 «ВК» > '

МЁЧ‘{"" Тестировщики
@ Список пользователей с доступом к альфа-версии приложения
С Версии

&% Доступы
© Отзывы
© Страны и регионы
2 Статистика по приложению

Карты и геосервисы

©

&

АР Виб1оге!

<

Подпись приложения — Ва
у— Монетизация

® Ризй-уведомления:

Пригласите пользователя вашего приложения для участия

Проекты
©Пр в тестировании альфа-версии

©® Статистика по Риз\-

уведомлениям -- Пригласить тестировщика.

' Тестирование
® Ане-тестирование:
С Закрытые версии
© тТестировщики

©® Статистика

Пользовательское соглашение — Конфиденциальность — Соглашение о распространении — Справочник разработчика — Написать в поддержку @ Эыись 10 ЕпоИ5М

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/testing,https://www.rustore.ru/help/assets/images/testing04-6321a0d6a2df05e5630cba410ce6b479.webp,"Пригласить тестировщика

МК 10 пользовател

Отмена

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/testing,https://www.rustore.ru/help/assets/images/testing06-71a7dc0600acb83dfc47ed26a27a26da.webp,"Удалить тестировщика?

Иван Сидоров потеряет доступ к закрытой версии
приложения. Для получения доступа к рабочей версии
пользователю необходимо будет переустановить
приложение

Отмена

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/upload-aab,https://www.rustore.ru/help/assets/images/aab5-21d09968d6d14ed694cc0aeb48ef8694.webp,"Загрузка подписи приложения

/\ Подробнее о работе с подписями читайте в справочнике разработчика

@ Скачайте инструмент РЕРК

2 — Запустите инструмент с помощью команды

С помощью указанной ниже команды запустите инструмент,
который экспортирует и зашифрует закрытый ключ. Замените
аргументы и, когда потребуется, введите пароли хранилища и ключа

ама -Лаг рерК.1аг —-Кеуз!оге ваше_хранилище_ключей.Кеуз{оге -а [Г`)
аз имя_ключа —-ош!ри! новый_путь_для_созданного_сертифик
ата/ре...

Скопировать Ь

з — Загрузите созданный 21Р-архив

Файл формата 21Р не более 100 КВ Выберите файл

д Загрузите сертификат загрузки

Файл формата РЕМ не более 100 КВ Выберите файл
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/upload-aab,https://www.rustore.ru/help/assets/images/aab4-e475489333e9288fa136e96b43d556ba.webp,"Загрузка подписи приложения

/\ Подробнее о работе с подписями читайте в справочнике разработчика

@ Скачайте инструмент РЕРК

2 — Запустите инструмент с помощью команды

С помощью указанной ниже команды запустите инструмент,
который экспортирует и зашифрует закрытый ключ. Замените
аргументы и, когда потребуется, введите пароли хранилища и ключа

ама -Лаг рерК.1аг —-Кеуз!оге ваше_хранилище_ключей.Кеуз{оге -а [Г`)
аз имя_ключа —-ош!ри! новый_путь_для_созданного_сертифик
ата/ре...

Скопировать

з — Загрузите созданный 21Р-архив

Файл формата 21Р не более 100 КВ Выберите файл

д Загрузите сертификат загрузки

Файл формата РЕМ не более 100 КВ Выберите файл
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/firefox,https://www.rustore.ru/help/assets/images/0b3a961aa781aadbaf4426d5933e7545-207e6ffdaa339af1ec0dfb2eb3422a86.webp,"() © Инспектор Консоль () Отладчик { Сеть  {} Стили СЛ Профайлер  #} Память ) Хранилище — ] Поддержка доступности

@ \№ Поиск ОВ! Все НТМ!: ©С$$ $ ХНЕ Шрифты
Скопировать значение ›
Статус Метод Домен Файл Сохранить всё как НАВ Инициатор Тип
© РО$Т @ ммулм.до00д!е.сот деп_204! ‹НУ& Беасоп Рг
Повторить отправк
©® РО$Т @ ууу.до0Я!е.сот деп_2041 В равку =М& Беасоп л!
Изменить и снова отправить ‚
ОРТЮМ№$ @ р!ау.доод!е.сот 1од?Тогте ХПг р!айп
Заблокировать ОВ
200 РО$Т @ р1ау.доод!е.сот |од?Тогт& @ ХПг р!а!п
Открыть в новои вкладке
РО$Т @ муум.до0Я!е.сот деп_2041 =М& Беасоп Г1ч |

® Запустить анализ производительности...
© РО$Т @ улуу.до0Я!е.сот деп_2041 ЕМ& т=айНп,сао5,сг,ар? п5т,]$... — Р
Ф Использовать как Ее{с! в консоли

7 запросов 131 6 / 3,82 кБ передано Передано за: 1,С
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/firefox,https://www.rustore.ru/help/assets/images/333bc25c51ec446e06f4be9fa228c51a-33058f5ecc36b17f543c776595633e87.webp,"() © Инспектор Консоль (> Отладчик { Сеть  {} Стили СЛ Профайлер &} Память ) Хранилище -# Поддержка доступности — # Приложение й) ‚° х

@ \№ Поиск ОВ о+ 0` © Все НТМ!. С$$ $ ХН® Шрифты Изображения Медиа \М$ Прочее ПОткпючитькэш Без ограничения ® ‹З}

ю м’ Непрерывные логи
* Выполните запрос или ` Обновите  страницу, чтобы увидеть подробную информацию о сетевой активности.

й Импорт НАВ-файла
* Щёлкните по кнопке () ‚ чтобы запустить анализ производительности. (®) й
Сохранить всё как НАВ

Скопировать всё как НАВ
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/firefox,https://www.rustore.ru/help/assets/images/76077ade7f3ae95c6e1adefa0e54894b-b4233c7918f0cb3e79459df6fc80b495.webp,"() © Инспектор Консоль ( Отладчик { Сеть  {} Стили СЛ Профайлер  #} Память ) Хранилище — "" Поддержка доступности

@ \№ Поиск УЕГ о+ @ © Все НТМ!. С$$ $ ХНЕ Шрифты
Статус Метод Домен Файл Инициатор Тип

© РО$Т уумиу/.доод!е.сот деп_204?а!ур=са!&е!=СУо!7 КтХАубРу/РАРПМСНОАЦ&5=\меб&51=8353& Беасоп

© РО$Т @ ммулм.до0д!е.сот деп_204?а!ур=!&е!=СУо!7КтХАУубР\у/РАРПМСНОАЦО &с!=5!П8&м=!1&т=НУ&8 Беасоп л!

© РО$Т @ ммулм.до0д!е.сот деп_204?а!ур=!&е!=СУо!7КтХАубРууРАРПЧСНОАЦО &с!=5!08&м=!1&т=М& Беасоп л!
ОРТЮМ$5 @ р!1ау.дооб!е.сот 1о09?!огта{=5оп&Паз!аз!=1гие&аитисег=0 ХПг р!а!п
РО$Т @ р1ау.дооб!е.сот 1о09?!огта{=5оп&НПаз!а5!=1гие&аиисег=0 ХПг р!а!п

РО$Т @ уму.до0Я!е.сот деп_204?а!ур=!&е!=СУо!7КтХАубРууРАРПМСНаАЦ &с!=5!П8&м=!1&т=М& Беасоп ли

©
о 6 запросов 131 6 / 3,14 кБ передано Передано за: 6,28 с
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/google-chrome,https://www.rustore.ru/help/assets/images/9511f7d3064663e7792f9465f198ae01-cbd3bb0708bd8e33ff866c78cadbf4a4.webp,"® Элементы — Консоль — Источники — Сеть — Производительность — » [- РИУ - 3

Ф © та Отключить кеш ` Без ограничения У % + %
Фильтр (О Инвертировать () Скрыть ОВГ данных

Все  Ре!сЫ/ХНВ $ С$$ Изображение Носитель Шрифт Документ \/$ \Мазт Манифест Другое

() С заблокированными файлами сооке () Заблокированные запросы (_) Сторонние запросы

10 мс 20 мс 30 мс 40 мс 50 мс 60 мс 70 мс 80 мс 90 мс 100 мс

х
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/google-chrome,https://www.rustore.ru/help/assets/images/025320620cb55b7f3d66d176566a9090-7e87aeb256caa6b32a3bd54e72253cfe.webp,"® Элементы — Консоль — Источники — Сеть — Производительность — » В2

®Ф $ Уут ас Сохранять журнал Отключить кеш — Без ограничения

Инвертировать () Скрыть УАГ данных

+

«
#)

Фильтр О
Все  Ре!с\/ХНВ $ С5$5 Изображение Носитель Шрифт Документ \/$ \Мазт Манифест Другое

() С заблокированными файлами сооке [-) Заблокированные запросы (-) Сторонние запросы

10 ме 20 мс 30 мс 40 мс 50 мс 60 мс 70 мс 80 мс 90 мс

©
3

100 мс

х
®
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/google-chrome,https://www.rustore.ru/help/assets/images/6e57d3a9458e3f858570720edd059099-7462ceb7e876cde08751cd01d16c80df.webp,"(К Ш Е'етеп!5 Сопзое боигсез Мебмогк Репогтапсе Метогу Аррсайоп — » ©2 | В1 х : х

›]| ® 'юрт | ® | Рне:

@ › РО5Т |+Фр5: //р1ау. до00д1е. сот/1од? Тогта+=] 5оп&Паб Та с= тгие&аитпизег-и
пе*: : ЕВК_СОММЕСТТОМ_ВЕЗ5ЕТ

@ › СЕТ |+Хрз: / /айзегу1се. д00д1е. сот/ад510/д0091е/и1 Ние тесзаде от 109
пе*: : ЕВЕ_СОММЕСТТОМ_КЕ5ЕТ

Ое!аи! еме\5 У || 1 155ие: В 1 Гоз

п=а*+п ‚ сдоб , ар?, П5т, ] 5а , , с51: 966 @

Г90091е. сот/адй514/д00д1е/и1 : 1 @

Вер!ау ХНЕ

С1еаг сопво!е
С1еаг сопео!е М!5{огу

ауе а5.

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/google-chrome,https://www.rustore.ru/help/assets/images/087a9c4ab2af02fab96966a94d30d85e-f2b85cac23c5e5c5f8c3f05a18d55ace.webp,"Производительность — » в2

Кч Ш Элементы Консоль Источники

ч
&)

® ® & ©\ © Сохранять журнал / () Отключить кеш ` Без ограничения *

Фильтр ( Инвертировать () Скрыть ОВГ данных

Все  Ре!сЫ/ХНВ $ С$$ Изображение Носитель Шрифт Документ \/$ \Мазт Манифест Другое
() С заблокированными файлами сооке () Заблокированные запросы () Сторонние запросы

70 мс 80 мс 90 мс

10 мс 20 мс 30 мс 40 мс 50 мс 60 мс

©

100 мс

Г)

110
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/google-chrome,https://www.rustore.ru/help/assets/images/25c246794d5537cd7b446c7d0031f225-8d38b6d0b6af04864e644e413e92e498.webp,"К Ш Элементы Консоль Источники Сеть Производительность — » [= Р

© - \№ © | ОО Сохранять журнал | () Отключить кеш ` Без ограничения
Фильтр () Инвертировать () Скрыть ОВ! данных
Все  Ре!сЫ/ХНВ Э$ С$5$ Изображение Носитель Шрифт Документ \/$ \Мазт Манифест Другое

«
#)
Я

() С заблокированными файлами сооке (_) Заблокированные запросы () Сторонние запросы

10 мс 20 мс 30 мс 40 мс 50 мс 60 мс 70 мс 80 мс 90 мс

Ь

100 мс

х

®
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/internet-explorer,https://www.rustore.ru/help/assets/images/cf0e2b186b81cb922b947013359ef84d-b621d3c0e0e491c965e6fc32087b98b0.webp,"Е12 Проводник СОМ Консоль Отладчик Сеть (® Производительность Память Эмуляция

|:| в ы ® "" ® ® - Тип содержимого

Имя / Результат / Инициатор /
Путь Протоксо — Метод Описание Тип содержимо — Получено Время Тип

"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/internet-explorer,https://www.rustore.ru/help/assets/images/2937440c375bbcbcb187359d08e0549c-2e36b2617ee1bb2b4f922cf9ee6fb646.webp,"2 — Проводник РОМ.

Консоль

(х К)

АДо

@

®

Отладчик — Сеть Производительность.

Вычислить как НТМ!.

Вычислить как объект

Показать в проводнике РОМ
Добавить к контрольным значениям
Копировать

Копировать элемент

Копировать все

Память.

Эмуляция
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/microsoft-edge,https://www.rustore.ru/help/assets/images/2140efe5d170e7b07ae92535a449545d-2a5cfa46b09279c4594566e66c4bcf97.webp,"С @9 Консоь » + ©2 е59к # @ -- Х

©
@) @ юрт © Фильтр Уровни по умолчанию ® — @ 99+ В
© Еа31ей 50 1оай гезоигсе: ЕВа аНАа 001

пес: : ЕВК_СЕКТ_АШТНОВТТУ_ТМУА!ТО

© Еа!1ей +о 10а гесоигсе: ЖПе уаБв.уапех.ги/соип+..11676725352012358:1 ©® @
вегуег гевропаей мётЬ а

5татив оё 404 ()
+
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/microsoft-edge,https://www.rustore.ru/help/assets/images/8d51ad351e8c780a4dd4e262d264a5f4-232e00c45bcf06b135e9ecce147434fa.webp,"Имя

[Э г

[ ек=% 0(
[ гех=% 0(
[ ге-% 0(
[ ге=% 0(
[ ге=% 0(
[ ге-% 0(
[ ге-% 0(
[ ге=% 0(
[ е %0(
[ ге-% 0(
[ гех-% 0(
[ ге=% 0(
[ гех=% 0(
[ гех=% 0(
[ уапаехги/

3 гчех:= % 00% ВА9500%В09%О0...
[ гчех:= % 00% ВА9500%В09%О0...
[ гчех:= % 00% ВА%500%В09%О0...
‘срОВА%р0%&ВОЗОо...

№

Х — Заголовки — Полезные данные — ®

7 Общие

ЧВ!-адрес запроса: Б5ёрз: //узпаех.ги/с}

с11ск/бака-АхЬТ1КУпыхАМабОЗ1ЕВОЕУУМуЕ

Открыть в новой вкладке:

Изменить или повторить отправку

Очистить кэш браузера

Очистить файлы сооке браузера

Копировать

Блокировать /8!-адрес запроса
Блокировать домен запроса
Сортировка

Параметры заголовка

Сохранить все какНАЕ с содержимым

Сх5канАСупММЗА@-З0ТКХЕНСа9уЗ4У5ХаНаН

бКуАЗОваРтеС]и5
ТЕАбиВВРЕРА12с5
КМЕ2д@НрТити4хАа
ему76а1рпВнЭМЫ7
Роз124отдебои? Е7
ОруАх4 ТавуЗинхВЕ
Чргам7рмНа! 7Кой
АЗЫТоо№р -5ан4_7Р
пКруКу5557_05ид
а-ХУ1МУгУЕВСОНЬ5
ЕЗ7163С3Зиве)7а8
—МемаЕ14М2р35508
ХВТХЕЭ5И1ЗЦХВВОУ
а7хСУМдсх6СО$сга
0у)1)1421НМдуб#Х
Х-вОгуБРавК_8к5
ЭМфазА)ХКВ1М7х3 Т

КРЫаУМЗККиМО мВТусЬтез17НСА7хЗиОЕТТЗО
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/microsoft-edge,https://www.rustore.ru/help/assets/images/2c11f71be54037638805327911b05e73-3df54f375b4d4cb709dbbe773a4d967b.webp,"С ()  Добро пожаловать Сеть х » + |е2 в 99- {ЭЗ %О „. х

@ @ = Сохранить журнал Отключить кэш | Без регулирования — ® ЕЭЗ
Фильтр [ Инвертировать () Скрыть ОВ!-адреса данных
Все | Ре!сп/ХНЕ )5 ©55 Изобр. Носитель Шрифт Док. \М5$ \\/азт Манифест Другое

Г) Заблокировал файлы сооке [ ) Заблокированные запросы [ ) Сторонние запросы

10000 мс 20000 мс 30000 мс 40000 ме 50000 мс 60000 мс 70000 мк
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/microsoft-edge,https://www.rustore.ru/help/assets/images/dc450b8896c49cc424defb4013c1eb4f-eb80ea08358bf59d422cb383f18b64cf.webp,"С0 @9)  Добро пожаловать сеть х » + ©2 е @ @& - х

® о © О Сохранить журнал С Отключить кэш — Без регулирования ® $83
Бильтр (О Инвертировать _ С) Скрыть ШВ/-адреса данных

Все

Ре\с/ХН® 5 С$$ Ивобр. Носитель Шрифт Док. \$ ММазт Манифест Другое

С Заблокировал файлы сооке Г) Заблокированные запросы () Сторонние запросы:

10000 мс 20000 ме 30000 ме 40000 ме 50000 мс

Имя Со... |Тип |Иници.. |Ра.. |Вр.. |Вы... Водопад ^
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/opera,https://www.rustore.ru/help/assets/images/f419ce4994f5dd0523f5588f30a8c018-88121624c058526ef222753bab336dab.webp,"[Ж ] — Элементы — Консоль — Источники — Сеть — » В1 | &

»] ® | юрт | ® | Фильтр Уровни по умолчанию ®

1 проблема: Ё 1
›

Очистить консоль

Удалить историю консоли

Сохранить как...
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/opera,https://www.rustore.ru/help/assets/images/01a11da3f3558a5f9cba7a0c89d80df3-fe2c7c8a9f890d34fbcf3d0fa0b9aaa6.webp,"Е Элементы Консоль — Источники

ш ®О т @ Ш Сохранять журнал | О Отклюцить кеш

Без ограничения

Сеть » е В1 @ : х

*

Ьильтр [ Инвертировать [ Скрыть ОА данных

Все  Ретсп/ХНЕ )5 ©55 Изображение Носитель

Шрифт Документ \М/5 \Мазт Манифест ,
"
https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/safari,https://www.rustore.ru/help/assets/images/3de94ed4614e1f59d9b164059b86a8e2-a9930599ade519442fd5f0876f0c1a50.webp,"х | {Э |___| о Ё Элементы Х) Консоль Э Источники @ Сеть @ Временные шкалы Ё Хранилище аа) Графика Слои ©?) Аудит (о1 {‹Ё}

@у Оценки — Ошибки — Предупреждения  Журналы — Информация — Отладки Все источники $ @ Симулировать жест пользователя 1—5,‚‘ С) Ъ

Консоль очищена в 13:51:23

@ опст Ь!р5://арр5.гиб{оге.ги 15 по! айоммеа Бу Ассеб5- 1е: 200
са Скопировать выбранное /
я — ноени, Т 3 ЕР й ннн я я т _ а-) = @ й
@ гайес 10 оай гесоигсе: Опа!т Ы{р5://арр5.гиб{оге.ги 1 Сохранить выбранные 'Аому-Опа!п. 51а1и5 соде: 200 Б#рз: / та тазта!.ги/пЬ/е.тай!.ги/@тай-соге/оддег-ргезе!/Басе.15?&\12.15.0&ру=12.15.0&1=1683197280000-0
@ Сго55-опат 5спр{ оаа аетеа Бу Сгоз5-Опат Везои
› Очистить журнал

— —- 4
"
